time,f0,intensity
133.49,219.55,0.21
133.5,223.12,0.23
133.51,218.13,0.21
133.52,212.4,0.18
133.53,210.95,0.18
133.54,208.47,0.16
133.55,211.67,0.14
133.56,221.58,0.2
133.57,224.26,0.27
133.58,223.68,0.28
133.59,220.75,0.24
133.6,215.62,0.2
133.61,206.57,0.15
133.62,199.31,0.11
133.63,203.29,0.06
133.64,212.86,0.03
133.65,221.32,0.01
133.66,221.47,0
133.67,188.53,0
133.68,218.03,0
133.69,284.25,0.05
133.7,232.05,0.05
133.71,249.09,0.09
133.72,233.85,0.26
133.73,232.8,0.38
133.74,227.86,0.4
133.75,223.16,0.37
133.76,220.32,0.32
133.77,219.57,0.24
133.78,214.67,0.13
133.79,209.23,0.07
133.8,215.31,0.03
133.81,226.74,0.01
133.82,264.53,0.01
133.83,298.78,0.04
133.84,294.38,0.06
133.85,289.98,0.05
133.86,285.58,0.03
133.87,281.18,0.02
133.88,276.78,0.02
133.89,272.38,0.02
133.9,267.98,0.01
133.91,263.58,0.01
133.92,259.17,0.02
133.93,254.77,0.02
133.94,250.37,0.02
133.95,245.97,0.02
133.96,241.57,0.01
133.97,237.17,0.07
133.98,226.19,0.16
133.99,212.31,0.19
134,203.43,0.14
134.01,197.92,0.09
134.02,197.7,0.07
134.03,202.95,0.06
134.04,217.22,0.1
134.05,222.67,0.18
134.06,219.09,0.24
134.07,217.64,0.27
134.08,214.15,0.25
134.09,208.45,0.2
134.1,202.65,0.17
134.11,192.66,0.12
134.12,187.55,0.06
134.13,195.48,0.04
134.14,203.4,0.04
134.15,211.33,0.03
134.16,219.25,0.03
134.17,227.18,0.03
134.18,235.1,0.03
134.19,243.03,0.03
134.2,250.95,0.05
134.21,255.22,0.12
134.22,257.5,0.18
134.23,257.78,0.2
134.24,254.56,0.2
134.25,250.09,0.19
134.26,245.03,0.19
134.27,238.45,0.17
134.28,229.73,0.14
134.29,221.58,0.14
134.3,212.78,0.15
134.31,203.82,0.16
134.32,195.94,0.16
134.33,189.42,0.14
134.34,181.31,0.11
134.35,125.2,0.09
134.36,73.44,0.08
134.37,113.22,0.06
134.38,122.77,0.04
134.39,150.84,0.01
134.4,180.38,0
134.41,151.58,0
134.42,122.77,0
134.43,93.96,0
134.44,65.15,0
134.45,151.57,0
134.46,235.95,0.01
134.47,165.42,0.01
134.48,112.09,0
134.49,121.27,0
134.5,130.44,0
134.51,139.62,0.03
134.52,148.8,0.06
134.53,157.98,0.08
134.54,167.15,0.09
134.55,176.33,0.1
134.56,185.51,0.08
134.57,194.69,0.09
134.58,203.87,0.09
134.59,213.04,0.09
134.6,222.22,0.09
134.61,231.4,0.07
134.62,240.58,0.04
134.63,249.75,0.09
134.64,245.52,0.2
134.65,240.93,0.26
134.66,239.39,0.29
134.67,234.03,0.32
134.68,226.16,0.35
134.69,216.79,0.32
134.7,205.21,0.26
134.71,196.26,0.23
134.72,189.54,0.21
134.73,184.08,0.17
134.74,179.16,0.13
134.75,174.15,0.11
134.76,171.62,0.1
134.77,168.4,0.09
134.78,166.16,0.08
134.79,164.56,0.08
134.8,165.13,0.08
134.81,165.03,0.07
134.82,168.43,0.06
134.83,162.5,0.06
134.84,159.15,0.04
134.85,155.48,0.03
134.86,157.07,0.02
134.87,104.3,0.01
134.88,101.19,0
134.89,181.54,0
134.9,227.54,0
134.91,131.27,0
134.92,172.66,0
134.93,220.57,0
134.94,220.67,0
134.95,220.76,0
134.96,220.86,0
134.97,220.96,0
134.98,221.06,0
134.99,221.16,0
135,221.26,0
135.01,221.36,0
135.02,221.46,0
135.03,221.56,0
135.04,221.66,0
135.05,221.76,0
135.06,221.86,0
135.07,221.96,0
135.08,222.06,0
135.09,222.15,0
135.1,222.25,0
135.11,222.35,0
135.12,222.45,0
135.13,222.55,0
135.14,222.65,0
135.15,222.75,0
135.16,222.85,0
135.17,222.95,0
135.18,223.05,0
135.19,223.15,0
135.2,223.25,0
135.21,223.35,0
135.22,223.45,0
135.23,223.54,0
135.24,223.64,0
135.25,223.74,0
135.26,223.84,0
135.27,223.94,0
135.28,224.04,0
135.29,224.14,0
135.3,224.24,0
135.31,224.34,0
135.32,224.44,0
135.33,224.54,0
135.34,224.64,0
135.35,224.74,0
135.36,224.84,0
135.37,224.94,0
135.38,225.03,0
135.39,225.13,0
135.4,225.23,0
135.41,225.33,0
135.42,225.43,0
135.43,225.53,0
135.44,225.63,0
135.45,225.73,0
135.46,225.83,0
135.47,225.93,0
135.48,226.03,0
135.49,226.13,0
135.5,226.23,0
135.51,226.33,0
135.52,226.42,0
135.53,226.52,0
135.54,226.62,0
135.55,226.72,0
135.56,226.82,0
135.57,226.92,0
135.58,227.02,0
135.59,227.12,0
135.6,227.22,0
135.61,227.32,0
135.62,227.42,0
135.63,227.52,0
135.64,227.62,0
135.65,227.72,0
135.66,227.82,0
135.67,227.91,0
135.68,228.01,0
135.69,228.11,0
135.7,228.21,0
135.71,228.31,0
135.72,228.41,0
135.73,228.51,0
135.74,228.61,0
135.75,228.71,0
135.76,228.81,0
135.77,228.91,0
135.78,229.01,0
135.79,229.11,0
135.8,229.21,0
135.81,229.3,0
135.82,229.4,0
135.83,229.5,0.01
135.84,212.34,0.07
135.85,223.11,0.13
135.86,223.4,0.16
135.87,217.96,0.17
135.88,219.94,0.16
135.89,221.48,0.16
135.9,224.69,0.19
135.91,228.03,0.21
135.92,232.79,0.24
135.93,237.69,0.25
135.94,240.36,0.27
135.95,239.71,0.3
135.96,237.3,0.24
135.97,225.92,0.14
135.98,216.99,0.11
135.99,212.56,0.07
136,214.25,0.03
136.01,66.26,0.04
136.02,60.8,0.05
136.03,279.69,0.15
136.04,306.21,0.26
136.05,318.35,0.33
136.06,325.89,0.38
136.07,328.3,0.36
136.08,323.23,0.25
136.09,303.41,0.12
136.1,307.94,0.06
136.11,299.92,0.03
136.12,341.59,0.19
136.13,341.97,0.35
136.14,330.86,0.42
136.15,323.89,0.43
136.16,317.62,0.44
136.17,312.12,0.43
136.18,305.72,0.4
136.19,298.32,0.38
136.2,290.64,0.35
136.21,280.44,0.3
136.22,265.99,0.23
136.23,249.63,0.16
136.24,238.54,0.09
136.25,223.51,0.04
136.26,261.98,0.05
136.27,134.5,0.14
136.28,264.65,0.2
136.29,252.92,0.22
136.3,244.05,0.24
136.31,236.11,0.27
136.32,228.99,0.29
136.33,222.53,0.27
136.34,219.28,0.26
136.35,215.38,0.26
136.36,209.71,0.25
136.37,212.28,0.24
136.38,210.06,0.26
136.39,207.3,0.26
136.4,204.33,0.24
136.41,199.83,0.21
136.42,193.57,0.17
136.43,187.53,0.12
136.44,178.74,0.09
136.45,203.16,0.13
136.46,195.42,0.19
136.47,196,0.24
136.48,195.18,0.24
136.49,193.21,0.21
136.5,190.25,0.16
136.51,186.28,0.09
136.52,189.66,0.06
136.53,193.03,0.08
136.54,196.41,0.09
136.55,199.79,0.09
136.56,203.16,0.1
136.57,206.54,0.09
136.58,209.92,0.08
136.59,213.29,0.08
136.6,216.67,0.07
136.61,220.05,0.07
136.62,223.42,0.07
136.63,226.8,0.06
136.64,230.18,0.03
136.65,233.55,0.04
136.66,236.93,0.06
136.67,240.31,0.08
136.68,242.84,0.16
136.69,233.15,0.21
136.7,229.5,0.2
136.71,226.8,0.2
136.72,224.75,0.19
136.73,222.14,0.18
136.74,217.54,0.18
136.75,214.5,0.19
136.76,210.91,0.19
136.77,208.69,0.2
136.78,205.64,0.21
136.79,203.53,0.21
136.8,200.34,0.2
136.81,195.5,0.19
136.82,192.1,0.18
136.83,187.05,0.17
136.84,179.92,0.15
136.85,181.92,0.14
136.86,179.07,0.14
136.87,176.33,0.13
136.88,172.96,0.12
136.89,166.5,0.11
136.9,159.33,0.09
136.91,155.99,0.06
136.92,157.6,0.04
136.93,143.96,0.05
136.94,130.31,0.03
136.95,116.66,0.02
136.96,103.01,0.03
136.97,102.62,0.06
136.98,180.74,0.12
136.99,180.64,0.16
137,177.92,0.17
137.01,175.44,0.16
137.02,173.88,0.13
137.03,171.13,0.09
137.04,169.54,0.07
137.05,177.73,0.05
137.06,185.93,0.05
137.07,194.12,0.05
137.08,202.31,0.05
137.09,210.51,0.04
137.1,218.7,0.03
137.11,221.33,0.1
137.12,199.23,0.16
137.13,200.15,0.19
137.14,200.22,0.19
137.15,199.61,0.19
137.16,199.96,0.18
137.17,200.07,0.18
137.18,200.57,0.18
137.19,200.99,0.18
137.2,199.99,0.18
137.21,198.34,0.18
137.22,196.61,0.18
137.23,195.12,0.18
137.24,193.26,0.17
137.25,191.21,0.17
137.26,188.58,0.16
137.27,182.88,0.15
137.28,185.49,0.15
137.29,182.94,0.15
137.3,178.96,0.12
137.31,172.64,0.09
137.32,163.76,0.06
137.33,167.09,0.02
137.34,170.42,0.04
137.35,173.75,0.05
137.36,177.08,0.06
137.37,180.41,0.06
137.38,183.74,0.07
137.39,187.07,0.08
137.4,190.4,0.08
137.41,193.73,0.08
137.42,197.06,0.07
137.43,200.39,0.06
137.44,203.72,0.04
137.45,207.05,0.03
137.46,210.38,0.01
137.47,195.55,0.03
137.48,142.88,0.04
137.49,144.77,0.05
137.5,136.18,0.05
137.51,140.26,0.05
137.52,139.42,0.05
137.53,143.66,0.04
137.54,147.28,0.04
137.55,152.23,0.04
137.56,156.04,0.03
137.57,163.32,0.03
137.58,154.38,0.02
137.59,159.1,0.01
137.6,157.97,0.01
137.61,155.51,0.01
137.62,153.06,0
137.63,150.61,0
137.64,148.15,0
137.65,145.7,0
137.66,143.24,0
137.67,140.79,0
137.68,138.34,0
137.69,135.88,0
137.7,133.43,0
137.71,130.97,0
137.72,128.52,0
137.73,126.07,0
137.74,123.61,0
137.75,121.16,0
137.76,118.71,0
137.77,116.25,0
137.78,113.8,0
137.79,111.34,0
137.8,108.89,0
137.81,106.44,0
137.82,103.98,0
137.83,101.53,0
137.84,99.07,0.03
137.85,127.31,0.08
137.86,188.83,0.13
137.87,188.41,0.17
137.88,185.12,0.17
137.89,182.54,0.15
137.9,181.74,0.11
137.91,185.33,0.05
137.92,188.91,0.01
137.93,192.49,0.04
137.94,196.07,0.06
137.95,199.65,0.05
137.96,203.31,0.1
137.97,200.29,0.16
137.98,188.1,0.17
137.99,183.56,0.14
138,182.86,0.13
138.01,183.24,0.14
138.02,184.07,0.14
138.03,185.35,0.14
138.04,186.5,0.15
138.05,187.61,0.15
138.06,187.14,0.15
138.07,186.16,0.15
138.08,184,0.15
138.09,179.22,0.13
138.1,176.28,0.09
138.11,177.78,0.04
138.12,179.28,0.04
138.13,180.77,0.05
138.14,182.27,0.06
138.15,183.77,0.06
138.16,185.27,0.05
138.17,186.77,0.06
138.18,188.26,0.06
138.19,189.76,0.06
138.2,191.26,0.05
138.21,192.76,0.03
138.22,194.25,0.02
138.23,197.34,0.09
138.24,195.01,0.15
138.25,183.4,0.16
138.26,176.84,0.14
138.27,174.36,0.13
138.28,171.73,0.12
138.29,169.14,0.12
138.3,127.68,0.09
138.31,117.44,0.04
138.32,168.97,0.01
138.33,126.05,0
138.34,120.28,0
138.35,175.39,0
138.36,256.67,0
138.37,243.29,0.02
138.38,147.55,0.07
138.39,186.93,0.09
138.4,168.54,0.09
138.41,168.6,0.08
138.42,167.87,0.08
138.43,169.35,0.08
138.44,170.16,0.09
138.45,168.23,0.09
138.46,167.83,0.1
138.47,167.94,0.1
138.48,168.3,0.1
138.49,166.74,0.09
138.5,164.47,0.08
138.51,151.54,0.06
138.52,141.66,0.03
138.53,147.87,0.02
138.54,154.08,0.01
138.55,160.29,0.01
138.56,166.5,0.01
138.57,172.71,0.02
138.58,178.92,0.02
138.59,185.14,0.02
138.6,191.35,0.02
138.61,197.56,0.02
138.62,203.77,0.02
138.63,209.98,0.01
138.64,189.95,0.02
138.65,121.01,0.05
138.66,117.07,0.07
138.67,157.71,0.07
138.68,159.33,0.06
138.69,160.31,0.05
138.7,160.83,0.04
138.71,160.52,0.04
138.72,160.69,0.04
138.73,161.18,0.03
138.74,162.73,0.03
138.75,164,0.03
138.76,165.37,0.03
138.77,168.32,0.03
138.78,174.35,0.04
138.79,181.88,0.04
138.8,183.82,0.04
138.81,172.41,0.03
138.82,159.74,0.01
138.83,120.84,0
138.84,125.34,0
138.85,153.58,0
138.86,155.88,0
138.87,158.18,0
138.88,160.49,0
138.89,162.79,0
138.9,165.09,0
138.91,167.39,0
138.92,169.69,0
138.93,172,0
138.94,174.3,0
138.95,176.6,0
138.96,178.9,0
138.97,181.2,0
138.98,183.5,0
138.99,185.81,0
139,188.11,0
139.01,190.41,0
139.02,192.71,0
139.03,195.01,0
139.04,197.31,0
139.05,199.62,0
139.06,201.92,0
139.07,204.22,0
139.08,206.52,0
139.09,208.82,0
139.1,211.13,0
139.11,213.43,0
139.12,215.73,0
139.13,218.03,0
139.14,220.33,0
139.15,222.63,0
139.16,224.94,0
139.17,227.24,0
139.18,229.54,0
139.19,231.84,0
139.2,234.14,0
139.21,236.44,0
139.22,238.75,0
139.23,241.05,0
139.24,243.35,0
139.25,245.65,0
139.26,247.95,0
139.27,250.26,0
139.28,252.56,0
139.29,254.86,0
139.3,257.16,0
139.31,259.46,0
139.32,261.76,0
139.33,264.07,0
139.34,266.37,0
139.35,268.67,0
139.36,270.97,0
139.37,273.27,0.07
139.38,234.96,0.13
139.39,216.58,0.17
139.4,214.46,0.2
139.41,213.86,0.22
139.42,215.91,0.24
139.43,218.34,0.26
139.44,221.6,0.28
139.45,225.91,0.28
139.46,227.87,0.3
139.47,229.44,0.32
139.48,230.49,0.32
139.49,229.83,0.32
139.5,229.66,0.34
139.51,229.15,0.36
139.52,228.12,0.37
139.53,226.72,0.36
139.54,224.91,0.38
139.55,223.34,0.39
139.56,222.13,0.38
139.57,223.25,0.39
139.58,224,0.38
139.59,223.82,0.38
139.6,223.15,0.37
139.61,222.34,0.36
139.62,221.65,0.35
139.63,220.78,0.37
139.64,219.83,0.37
139.65,218.65,0.35
139.66,216.46,0.35
139.67,214.07,0.35
139.68,212.32,0.35
139.69,209.53,0.36
139.7,207.56,0.36
139.71,205.18,0.33
139.72,189.67,0.22
139.73,182.32,0.1
139.74,180.86,0.07
139.75,172.59,0.05
139.76,176.28,0.02
139.77,192.35,0.01
139.78,99.76,0
139.79,90.98,0.03
139.8,105.58,0.1
139.81,182.75,0.26
139.82,203.12,0.36
139.83,197.71,0.33
139.84,195.43,0.28
139.85,193.64,0.28
139.86,191.56,0.29
139.87,189.18,0.28
139.88,185.83,0.24
139.89,182.33,0.19
139.9,176.91,0.14
139.91,175.7,0.1
139.92,176.07,0.06
139.93,176.54,0.04
139.94,177,0.03
139.95,177.47,0.03
139.96,177.94,0.04
139.97,178.41,0.06
139.98,178.87,0.05
139.99,179.34,0.03
140,179.81,0.04
140.01,184.56,0.1
140.02,177.84,0.14
140.03,170.28,0.15
140.04,165.75,0.15
140.05,164.59,0.14
140.06,162.53,0.13
140.07,160.1,0.12
140.08,158.22,0.09
140.09,156.9,0.07
140.1,159.61,0.06
140.11,162.31,0.08
140.12,164.24,0.11
140.13,164.44,0.12
140.14,162.68,0.12
140.15,161.97,0.13
140.16,161.09,0.12
140.17,158.63,0.1
140.18,150.96,0.07
140.19,168.76,0.05
140.2,100.63,0.06
140.21,156.63,0.08
140.22,160.73,0.08
140.23,156.45,0.06
140.24,161.34,0.03
140.25,238.93,0.05
140.26,112.07,0.06
140.27,160.69,0.12
140.28,169.41,0.14
140.29,164.87,0.13
140.3,162.27,0.1
140.31,198.09,0.04
140.32,103.31,0.01
140.33,157.23,0
140.34,169.55,0
140.35,170.84,0
140.36,166.79,0
140.37,178.59,0
140.38,106.71,0.01
140.39,134.06,0.02
140.4,140.83,0.03
140.41,278.51,0.03
140.42,288.57,0.02
140.43,118.17,0.02
140.44,202.92,0.07
140.45,182.63,0.12
140.46,177.08,0.15
140.47,172.86,0.15
140.48,171.18,0.15
140.49,170.33,0.16
140.5,168.05,0.15
140.51,163.09,0.11
140.52,155.27,0.06
140.53,147.26,0.04
140.54,139.25,0.07
140.55,131.25,0.09
140.56,123.24,0.1
140.57,115.23,0.1
140.58,107.22,0.09
140.59,99.21,0.07
140.6,91.2,0.06
140.61,83.19,0.04
140.62,75.19,0.01
140.63,67.18,0.01
140.64,204.44,0.04
140.65,178.81,0.07
140.66,165.93,0.08
140.67,163.05,0.06
140.68,161.01,0.06
140.69,160.38,0.07
140.7,157.69,0.07
140.71,157.75,0.07
140.72,156.6,0.07
140.73,158.24,0.07
140.74,157.33,0.08
140.75,158.62,0.08
140.76,158.07,0.08
140.77,158.99,0.06
140.78,162.13,0.04
140.79,159.22,0.01
140.8,179.98,0.01
140.81,160.19,0
140.82,140.36,0
140.83,120.53,0
140.84,100.7,0.03
140.85,80.93,0.04
140.86,67.77,0.05
140.87,58.1,0.04
140.88,204.88,0.02
140.89,82.63,0.02
140.9,206.96,0.01
140.91,202.52,0.05
140.92,173.82,0.12
140.93,176.12,0.15
140.94,172.22,0.13
140.95,170.56,0.11
140.96,159.5,0.08
140.97,153.04,0.05
140.98,136.96,0.03
140.99,135.08,0.02
141,133.21,0.02
141.01,131.33,0.02
141.02,129.46,0.05
141.03,127.58,0.09
141.04,125.71,0.11
141.05,123.83,0.09
141.06,121.96,0.05
141.07,120.08,0.04
141.08,118.2,0.03
141.09,116.33,0.01
141.1,114.45,0.01
141.11,112.58,0
141.12,110.7,0.01
141.13,108.83,0.03
141.14,106.95,0.04
141.15,105.08,0.05
141.16,103.2,0.06
141.17,101.33,0.06
141.18,99.45,0.06
141.19,97.58,0.05
141.2,101.66,0.05
141.21,160.32,0.05
141.22,159.87,0.04
141.23,159.69,0.04
141.24,160.02,0.04
141.25,158.9,0.04
141.26,158.7,0.04
141.27,160.45,0.04
141.28,160.13,0.04
141.29,159.79,0.04
141.3,159.68,0.04
141.31,161.28,0.04
141.32,162.72,0.04
141.33,162.78,0.03
141.34,175.7,0.03
141.35,176.23,0.02
141.36,176.76,0.01
141.37,177.29,0.02
141.38,177.82,0.03
141.39,178.35,0.03
141.4,178.88,0.03
141.41,179.4,0.03
141.42,179.93,0.03
141.43,180.46,0.02
141.44,180.99,0.02
141.45,181.52,0.02
141.46,182.05,0.01
141.47,182.57,0
141.48,183.1,0
141.49,183.63,0
141.5,184.16,0
141.51,184.69,0
141.52,185.22,0
141.53,185.75,0
141.54,186.27,0
141.55,186.8,0
141.56,187.33,0
141.57,187.86,0
141.58,188.39,0
141.59,188.92,0
141.6,189.45,0
141.61,189.97,0
141.62,190.5,0
141.63,191.03,0
141.64,191.56,0
141.65,192.09,0
141.66,192.62,0
141.67,193.15,0
141.68,193.67,0
141.69,194.2,0
141.7,194.73,0
141.71,195.26,0
141.72,195.79,0
141.73,196.32,0
141.74,196.85,0
141.75,197.37,0
141.76,197.9,0
141.77,198.43,0
141.78,198.96,0
141.79,199.49,0
141.8,200.02,0
141.81,200.55,0
141.82,201.07,0
141.83,201.6,0
141.84,202.13,0
141.85,202.66,0
141.86,203.19,0
141.87,203.72,0
141.88,204.25,0
141.89,204.77,0
141.9,205.3,0
141.91,205.83,0
141.92,206.36,0
141.93,206.89,0
141.94,207.42,0
141.95,207.95,0
141.96,208.47,0
141.97,209,0
141.98,209.53,0
141.99,210.06,0
142,210.59,0
142.01,211.12,0
142.02,211.64,0
142.03,212.17,0
142.04,212.7,0
142.05,213.23,0
142.06,213.76,0
142.07,214.29,0
142.08,214.82,0
142.09,215.34,0
142.1,215.87,0
142.11,216.4,0
142.12,216.93,0
142.13,217.46,0
142.14,217.99,0
142.15,218.52,0
142.16,219.04,0
142.17,219.57,0
142.18,220.1,0
142.19,220.63,0
142.2,221.16,0
142.21,221.69,0
142.22,222.22,0
142.23,222.74,0
142.24,223.27,0
142.25,223.8,0
142.26,224.33,0
142.27,224.86,0
142.28,225.39,0
142.29,225.92,0.01
142.3,226.44,0.01
142.31,226.97,0.07
142.32,222.79,0.16
142.33,215.34,0.22
142.34,217.83,0.26
142.35,217.32,0.3
142.36,213.96,0.32
142.37,209.65,0.31
142.38,205.41,0.25
142.39,201.97,0.19
142.4,199.71,0.16
142.41,199.24,0.16
142.42,201.7,0.19
142.43,204.1,0.23
142.44,204.78,0.28
142.45,202.23,0.29
142.46,197.42,0.24
142.47,190.36,0.17
142.48,188.86,0.13
142.49,198.02,0.16
142.5,207.17,0.18
142.51,216.33,0.14
142.52,225.48,0.1
142.53,234.64,0.06
142.54,243.8,0.02
142.55,252.95,0
142.56,262.11,0
142.57,271.26,0.06
142.58,280.42,0.08
142.59,289.57,0.06
142.6,298.73,0.04
142.61,220.82,0.05
142.62,140.93,0.09
142.63,194.37,0.11
142.64,189.42,0.12
142.65,187.47,0.12
142.66,184.21,0.1
142.67,181.8,0.08
142.68,178.49,0.08
142.69,175.83,0.08
142.7,174.21,0.07
142.71,171.64,0.07
142.72,170.51,0.07
142.73,169.67,0.07
142.74,167.43,0.07
142.75,166.63,0.07
142.76,165.5,0.07
142.77,163.22,0.07
142.78,161.87,0.06
142.79,160.73,0.06
142.8,159.89,0.06
142.81,159.29,0.06
142.82,158.44,0.05
142.83,159.36,0.05
142.84,160.12,0.05
142.85,160.77,0.05
142.86,162.5,0.05
142.87,162.46,0.05
142.88,160.69,0.04
142.89,164.65,0.03
142.9,170.52,0.01
142.91,171.52,0
142.92,172.51,0
142.93,173.51,0.01
142.94,174.5,0.04
142.95,175.5,0.04
142.96,176.49,0.01
142.97,177.48,0.01
142.98,178.48,0.01
142.99,179.47,0
143,180.47,0
143.01,181.46,0
143.02,182.46,0
143.03,183.45,0
143.04,184.45,0
143.05,185.44,0
143.06,186.43,0
143.07,187.43,0
143.08,188.42,0
143.09,189.42,0
143.1,190.41,0
143.11,191.41,0
143.12,192.4,0
143.13,193.39,0
143.14,194.39,0
143.15,195.38,0
143.16,196.38,0
143.17,197.37,0
143.18,198.37,0
143.19,199.36,0
143.2,200.36,0
143.21,201.35,0
143.22,202.34,0
143.23,203.34,0
143.24,204.33,0
143.25,205.33,0
143.26,206.32,0
143.27,207.32,0
143.28,208.31,0
143.29,209.3,0
143.3,210.3,0
143.31,211.29,0
143.32,212.29,0
143.33,213.28,0
143.34,214.28,0
143.35,215.27,0
143.36,216.27,0
143.37,217.26,0
143.38,218.25,0
143.39,219.25,0
143.4,220.24,0
143.41,221.24,0.01
143.42,222.23,0.01
143.43,223.23,0.01
143.44,224.22,0.02
143.45,225.21,0.04
143.46,216.22,0.11
143.47,206.25,0.17
143.48,199.44,0.2
143.49,195.41,0.2
143.5,192.23,0.17
143.51,191.91,0.11
143.52,193.86,0.05
143.53,195.81,0.08
143.54,197.76,0.11
143.55,199.72,0.12
143.56,201.67,0.12
143.57,203.62,0.12
143.58,205.57,0.12
143.59,207.52,0.11
143.6,209.48,0.08
143.61,211.43,0.05
143.62,213.38,0.14
143.63,206.01,0.21
143.64,197.67,0.22
143.65,192.25,0.21
143.66,187.61,0.18
143.67,183.92,0.15
143.68,181.32,0.13
143.69,178.77,0.11
143.7,176.69,0.11
143.71,171.44,0.11
143.72,142.65,0.1
143.73,147.95,0.08
143.74,202.47,0.04
143.75,214.81,0.02
143.76,206.05,0.02
143.77,209.01,0.01
143.78,241.1,0
143.79,130.39,0
143.8,97.02,0.01
143.81,84.56,0.01
143.82,74.45,0.01
143.83,102.21,0.02
143.84,236.56,0.04
143.85,241.59,0.06
143.86,194.12,0.09
143.87,180.56,0.1
143.88,178.33,0.09
143.89,175.43,0.09
143.9,172.43,0.09
143.91,168.5,0.08
143.92,166.2,0.07
143.93,166.5,0.07
143.94,166.21,0.08
143.95,166.17,0.08
143.96,106.17,0.07
143.97,140.04,0.07
143.98,163.31,0.06
143.99,160.79,0.06
144,161.32,0.05
144.01,160.69,0.05
144.02,161.06,0.04
144.03,161.73,0.04
144.04,161.67,0.04
144.05,161.22,0.04
144.06,161.86,0.04
144.07,162.35,0.04
144.08,162.93,0.03
144.09,169.56,0.04
144.1,173.55,0.03
144.11,173.07,0.03
144.12,167.61,0.03
144.13,163.9,0.02
144.14,161.06,0.01
144.15,236.25,0
144.16,259.58,0.01
144.17,258.78,0.01
144.18,257.98,0
144.19,257.18,0
144.2,256.39,0
144.21,255.59,0
144.22,254.79,0
144.23,253.99,0
144.24,253.2,0
144.25,252.4,0
144.26,251.6,0
144.27,250.8,0
144.28,250.01,0
144.29,249.21,0
144.3,248.41,0
144.31,247.61,0
144.32,246.82,0
144.33,246.02,0
144.34,245.22,0
144.35,244.42,0
144.36,243.63,0
144.37,242.83,0
144.38,242.03,0
144.39,241.23,0
144.4,240.44,0
144.41,239.64,0
144.42,238.84,0
144.43,238.04,0
144.44,237.25,0
144.45,236.45,0
144.46,235.65,0
144.47,234.85,0
144.48,234.06,0
144.49,233.26,0
144.5,232.46,0
144.51,231.66,0
144.52,230.87,0
144.53,230.07,0
144.54,229.27,0
144.55,228.47,0
144.56,227.68,0
144.57,226.88,0
144.58,226.08,0
144.59,225.28,0
144.6,224.49,0.01
144.61,223.69,0.01
144.62,222.89,0.01
144.63,222.09,0
144.64,221.3,0.01
144.65,220.5,0.01
144.66,219.7,0.01
144.67,218.9,0
144.68,218.11,0
144.69,217.31,0
144.7,216.51,0
144.71,215.71,0
144.72,214.92,0
144.73,214.12,0
144.74,213.32,0
144.75,212.52,0
144.76,211.73,0
144.77,210.93,0
144.78,210.13,0
144.79,209.33,0
144.8,208.54,0
144.81,207.74,0
144.82,206.94,0
144.83,206.14,0.06
144.84,192.26,0.12
144.85,193.11,0.19
144.86,192.63,0.24
144.87,187.52,0.25
144.88,187.62,0.23
144.89,189.16,0.22
144.9,191.57,0.24
144.91,192.52,0.26
144.92,193.59,0.26
144.93,193.29,0.24
144.94,191.83,0.23
144.95,186.86,0.18
144.96,186.76,0.11
144.97,190.11,0.1
144.98,193.65,0.14
144.99,197.19,0.13
145,200.73,0.09
145.01,204.26,0.09
145.02,207.8,0.09
145.03,211.34,0.09
145.04,214.87,0.11
145.05,218.41,0.09
145.06,221.95,0.05
145.07,225.48,0.04
145.08,206.49,0.09
145.09,198.1,0.15
145.1,195.2,0.19
145.11,191,0.2
145.12,191.72,0.21
145.13,190.66,0.23
145.14,190.72,0.24
145.15,193.09,0.26
145.16,196.27,0.26
145.17,88.47,0.2
145.18,81.7,0.13
145.19,156.95,0.08
145.2,184.08,0.04
145.21,78.87,0.02
145.22,195.63,0.01
145.23,191.79,0
145.24,239.32,0
145.25,274.11,0.04
145.26,286.78,0.05
145.27,196.87,0.09
145.28,196.58,0.15
145.29,192.48,0.17
145.3,187.4,0.15
145.31,185.1,0.14
145.32,181.61,0.12
145.33,178.73,0.11
145.34,179.54,0.11
145.35,180.5,0.11
145.36,180.39,0.11
145.37,180.75,0.11
145.38,182.86,0.12
145.39,182.35,0.12
145.4,181.05,0.11
145.41,181.74,0.11
145.42,183.39,0.11
145.43,181.48,0.1
145.44,178.78,0.09
145.45,173.86,0.06
145.46,169.53,0.04
145.47,180.19,0.03
145.48,197.69,0.07
145.49,192.52,0.15
145.5,182.87,0.2
145.51,177.03,0.17
145.52,174.35,0.09
145.53,178.71,0.06
145.54,183.08,0.05
145.55,187.44,0.09
145.56,191.8,0.13
145.57,196.17,0.14
145.58,200.53,0.12
145.59,204.89,0.1
145.6,209.26,0.12
145.61,213.62,0.1
145.62,217.98,0.06
145.63,222.35,0.04
145.64,223.86,0.12
145.65,201.04,0.17
145.66,193.84,0.17
145.67,188.13,0.15
145.68,185.36,0.13
145.69,185.98,0.12
145.7,186.42,0.13
145.71,185.47,0.14
145.72,183.61,0.15
145.73,181.21,0.14
145.74,180.43,0.13
145.75,178.05,0.11
145.76,177.97,0.1
145.77,178.09,0.11
145.78,174.77,0.1
145.79,169.67,0.09
145.8,158.46,0.06
145.81,146.27,0.03
145.82,149.03,0.01
