time,f0,intensity
295.02,260.92,0.22
295.03,255.57,0.21
295.04,251.23,0.21
295.05,248.58,0.2
295.06,232.67,0.18
295.07,79.43,0.12
295.08,128.68,0.07
295.09,75.3,0.04
295.1,121.37,0.03
295.11,183.94,0.02
295.12,84.86,0.03
295.13,163.56,0.07
295.14,204.82,0.1
295.15,219.76,0.15
295.16,221.46,0.2
295.17,226.62,0.23
295.18,219.04,0.24
295.19,216.04,0.24
295.2,213.7,0.24
295.21,211.74,0.25
295.22,210.46,0.26
295.23,209.52,0.26
295.24,206.94,0.24
295.25,202.8,0.21
295.26,197.88,0.17
295.27,194.63,0.13
295.28,195.35,0.11
295.29,196.87,0.1
295.3,199.9,0.13
295.31,201.91,0.17
295.32,202.17,0.21
295.33,202.01,0.25
295.34,200.67,0.28
295.35,199.87,0.28
295.36,197.39,0.21
295.37,194,0.11
295.38,200.7,0.03
295.39,187.3,0.01
295.4,180.33,0
295.41,173.36,0
295.42,166.39,0
295.43,159.42,0
295.44,152.45,0
295.45,145.48,0
295.46,138.51,0.01
295.47,131.54,0.04
295.48,141.66,0.16
295.49,227.96,0.26
295.5,216.85,0.29
295.51,218.38,0.31
295.52,217.62,0.31
295.53,218.18,0.3
295.54,219.39,0.29
295.55,220.81,0.29
295.56,221.38,0.3
295.57,220.46,0.28
295.58,220.98,0.24
295.59,234.69,0.23
295.6,239.46,0.21
295.61,244.66,0.2
295.62,247.67,0.19
295.63,250.68,0.17
295.64,255.43,0.17
295.65,264.64,0.2
295.66,275.39,0.35
295.67,274.79,0.42
295.68,270.28,0.34
295.69,261.53,0.21
295.7,210.99,0.11
295.71,104.63,0.03
295.72,260.37,0.01
295.73,247.77,0.01
295.74,226.42,0
295.75,205.07,0
295.76,183.72,0
295.77,162.37,0.05
295.78,141.02,0.06
295.79,119.68,0.04
295.8,98.33,0.04
295.81,76.98,0.03
295.82,105.38,0.03
295.83,246.23,0.14
295.84,215.23,0.23
295.85,204.37,0.26
295.86,192.83,0.23
295.87,186.94,0.2
295.88,183.78,0.17
295.89,181.73,0.17
295.9,179.92,0.16
295.91,179.1,0.14
295.92,178.78,0.14
295.93,177.43,0.13
295.94,174.31,0.11
295.95,171.38,0.09
295.96,162.61,0.05
295.97,155.93,0.02
295.98,162.52,0.01
295.99,169.11,0.02
296,175.7,0.02
296.01,182.3,0.02
296.02,188.89,0.02
296.03,195.48,0.02
296.04,202.07,0.02
296.05,208.67,0.01
296.06,215.26,0.01
296.07,221.85,0.02
296.08,185.14,0.07
296.09,109.01,0.09
296.1,170.06,0.09
296.11,168.67,0.08
296.12,167.63,0.08
296.13,167.76,0.08
296.14,166.21,0.08
296.15,167.4,0.09
296.16,166.74,0.09
296.17,163.45,0.09
296.18,161.37,0.08
296.19,165.87,0.07
296.2,177.08,0.07
296.21,193.47,0.06
296.22,159.24,0.04
296.23,106.33,0.01
296.24,162.52,0.01
296.25,175.46,0
296.26,186.76,0
296.27,188.81,0
296.28,190.87,0
296.29,192.93,0
296.3,194.99,0
296.31,197.05,0
296.32,199.11,0
296.33,201.17,0
296.34,203.22,0
296.35,205.28,0
296.36,207.34,0
296.37,209.4,0
296.38,211.46,0
296.39,213.52,0
296.4,215.58,0
296.41,217.63,0
296.42,219.69,0
296.43,221.75,0
296.44,223.81,0
296.45,225.87,0
296.46,227.93,0
296.47,229.99,0
296.48,232.05,0
296.49,234.1,0
296.5,236.16,0
296.51,238.22,0
296.52,240.28,0
296.53,242.34,0
296.54,244.4,0
296.55,246.46,0
296.56,248.51,0.01
296.57,250.57,0.05
296.58,252.63,0.09
296.59,254.69,0.1
296.6,256.75,0.12
296.61,258.81,0.14
296.62,260.87,0.17
296.63,262.92,0.19
296.64,264.98,0.15
296.65,267.04,0.15
296.66,265.05,0.34
296.67,256.81,0.4
296.68,250.21,0.36
296.69,247.11,0.37
296.7,244.8,0.39
296.71,243.66,0.4
296.72,240.79,0.37
296.73,232.18,0.26
296.74,221.63,0.13
296.75,217.07,0.11
296.76,217.55,0.08
296.77,234.19,0.09
296.78,256.85,0.29
296.79,254.47,0.4
296.8,246.37,0.41
296.81,246.35,0.42
296.82,247.68,0.44
296.83,247.92,0.44
296.84,247.42,0.44
296.85,247.54,0.45
296.86,248.7,0.42
296.87,249.79,0.34
296.88,244.65,0.19
296.89,234.84,0.12
296.9,229.19,0.11
296.91,226.93,0.09
296.92,225.58,0.07
296.93,224.01,0.05
296.94,228.59,0.05
296.95,247.28,0.08
296.96,266.66,0.19
296.97,276.76,0.38
296.98,275.84,0.42
296.99,270.09,0.32
297,269.54,0.31
297.01,269.46,0.31
297.02,269.04,0.29
297.03,268.62,0.26
297.04,266.04,0.22
297.05,260.92,0.18
297.06,258.2,0.13
297.07,258.79,0.08
297.08,259.38,0.12
297.09,259.97,0.2
297.1,260.56,0.24
297.11,261.16,0.23
297.12,261.75,0.22
297.13,262.34,0.2
297.14,262.93,0.18
297.15,263.52,0.19
297.16,264.12,0.21
297.17,264.71,0.19
297.18,265.3,0.15
297.19,265.89,0.11
297.2,266.48,0.05
297.21,267.08,0.18
297.22,257.52,0.27
297.23,245.63,0.27
297.24,237.41,0.27
297.25,226.4,0.24
297.26,216.44,0.14
297.27,213.23,0.09
297.28,214.22,0.07
297.29,213.7,0.04
297.3,212.65,0.01
297.31,217.02,0.01
297.32,219.94,0
297.33,269.86,0.01
297.34,273.73,0.13
297.35,254.49,0.26
297.36,256.73,0.27
297.37,255.75,0.23
297.38,253.81,0.22
297.39,252.58,0.22
297.4,251.91,0.22
297.41,248.26,0.21
297.42,243.22,0.21
297.43,237.32,0.2
297.44,229.87,0.18
297.45,221.31,0.19
297.46,212.48,0.19
297.47,205.18,0.18
297.48,199.36,0.19
297.49,195.33,0.2
297.5,190.19,0.2
297.51,183.49,0.17
297.52,181.19,0.13
297.53,182.02,0.11
297.54,177.19,0.07
297.55,178.61,0.04
297.56,185.99,0.03
297.57,193.37,0.02
297.58,200.75,0.01
297.59,208.13,0.01
297.6,215.51,0
297.61,222.89,0.04
297.62,230.26,0.07
297.63,237.64,0.08
297.64,245.02,0.06
297.65,252.4,0.07
297.66,212.95,0.14
297.67,193.24,0.17
297.68,189.26,0.13
297.69,191.21,0.11
297.7,194.44,0.14
297.71,195.67,0.17
297.72,196.13,0.18
297.73,196.15,0.19
297.74,196.28,0.19
297.75,196.2,0.19
297.76,195.41,0.18
297.77,194.4,0.17
297.78,193.13,0.13
297.79,193.35,0.08
297.8,197.86,0.04
297.81,206.17,0.01
297.82,100.93,0.09
297.83,116.99,0.1
297.84,208.46,0.19
297.85,230.76,0.3
297.86,226.1,0.32
297.87,225.21,0.31
297.88,225,0.3
297.89,224.8,0.3
297.9,226.36,0.3
297.91,226.12,0.3
297.92,226.24,0.3
297.93,226.63,0.3
297.94,226.79,0.32
297.95,226.76,0.33
297.96,225.93,0.32
297.97,225.48,0.31
297.98,224.22,0.31
297.99,223.08,0.3
298,223.07,0.29
298.01,222.86,0.28
298.02,221.98,0.28
298.03,218.93,0.25
298.04,222.75,0.24
298.05,223.7,0.25
298.06,223.46,0.26
298.07,223.57,0.26
298.08,222.98,0.27
298.09,221.65,0.26
298.1,218.32,0.23
298.11,212.55,0.2
298.12,205.75,0.14
298.13,207.77,0.12
298.14,212.71,0.16
298.15,217.65,0.18
298.16,222.59,0.18
298.17,227.53,0.17
298.18,232.47,0.17
298.19,237.41,0.18
298.2,242.35,0.18
298.21,247.29,0.2
298.22,252.23,0.19
298.23,257.16,0.16
298.24,262.1,0.12
298.25,267.04,0.07
298.26,271.98,0.25
298.27,263.97,0.32
298.28,255.56,0.29
298.29,253.06,0.27
298.3,252.4,0.27
298.31,251.28,0.26
298.32,249.83,0.24
298.33,250.38,0.23
298.34,251.29,0.23
298.35,250.12,0.22
298.36,248.71,0.2
298.37,242.28,0.18
298.38,235.02,0.14
298.39,216.69,0.1
298.4,207.31,0.03
298.41,221.8,0.01
298.42,234.67,0.01
298.43,234.91,0
298.44,232.72,0
298.45,230.53,0
298.46,228.34,0
298.47,226.15,0
298.48,223.96,0.05
298.49,221.77,0.06
298.5,219.58,0.04
298.51,217.39,0.05
298.52,194.02,0.1
298.53,179.96,0.11
298.54,174.02,0.08
298.55,174.5,0.08
298.56,174.21,0.07
298.57,175.17,0.07
298.58,175.66,0.07
298.59,173.57,0.07
298.6,172.76,0.07
298.61,172.39,0.06
298.62,174.3,0.06
298.63,179.24,0.05
298.64,180.28,0.04
298.65,180.67,0.03
298.66,181.06,0.06
298.67,181.44,0.1
298.68,181.83,0.12
298.69,182.22,0.13
298.7,182.61,0.15
298.71,183,0.16
298.72,183.39,0.15
298.73,183.78,0.13
298.74,184.17,0.14
298.75,184.56,0.13
298.76,184.95,0.1
298.77,185.34,0.08
298.78,185.73,0.06
298.79,186.12,0.02
298.8,186.51,0.01
298.81,186.9,0
298.82,187.29,0
298.83,187.68,0
298.84,188.07,0
298.85,188.46,0
298.86,188.85,0
298.87,189.24,0
298.88,189.63,0
298.89,190.02,0
298.9,190.41,0
298.91,190.8,0
298.92,191.19,0
298.93,191.57,0
298.94,191.96,0
298.95,192.35,0
298.96,192.74,0
298.97,193.13,0
298.98,193.52,0
298.99,193.91,0
299,194.3,0
299.01,194.69,0
299.02,195.08,0
299.03,195.47,0
299.04,195.86,0
299.05,196.25,0
299.06,196.64,0
299.07,197.03,0
299.08,197.42,0
299.09,197.81,0
299.1,198.2,0
299.11,198.59,0
299.12,198.98,0
299.13,199.37,0
299.14,199.76,0
299.15,200.15,0
299.16,200.54,0
299.17,200.93,0
299.18,201.32,0
299.19,201.7,0
299.2,202.09,0
299.21,202.48,0
299.22,202.87,0
299.23,203.26,0
299.24,203.65,0
299.25,204.04,0
299.26,204.43,0
299.27,204.82,0
299.28,205.21,0
299.29,205.6,0
299.3,205.99,0
299.31,206.38,0
299.32,206.77,0
299.33,207.16,0
299.34,207.55,0
299.35,207.94,0
299.36,208.33,0
299.37,208.72,0
299.38,209.11,0
299.39,209.5,0
299.4,209.89,0
299.41,210.28,0
299.42,210.67,0
299.43,211.06,0
299.44,211.44,0
299.45,211.7,0.03
299.46,209.96,0.1
299.47,211.39,0.15
299.48,204.53,0.18
299.49,200.96,0.2
299.5,193.83,0.19
299.51,193.63,0.19
299.52,194.2,0.2
299.53,191.85,0.2
299.54,191.51,0.2
299.55,191.96,0.2
299.56,188.82,0.19
299.57,181.35,0.15
299.58,161.31,0.09
299.59,82.67,0.06
299.6,162.15,0.06
299.61,190.05,0.1
299.62,200.96,0.16
299.63,196.67,0.19
299.64,193.08,0.2
299.65,193.08,0.21
299.66,194.8,0.23
299.67,193,0.25
299.68,191.89,0.25
299.69,190.54,0.23
299.7,187.27,0.2
299.71,187.5,0.18
299.72,187.05,0.17
299.73,186.79,0.17
299.74,186.41,0.17
299.75,185.67,0.16
299.76,185.8,0.16
299.77,185.36,0.15
299.78,184.58,0.15
299.79,183.32,0.15
299.8,181.78,0.14
299.81,180.92,0.15
299.82,180.57,0.14
299.83,179.8,0.13
299.84,179.36,0.13
299.85,177.49,0.12
299.86,175.98,0.13
299.87,171.3,0.11
299.88,163.29,0.08
299.89,170.13,0.07
299.9,169.12,0.05
299.91,148.52,0.04
299.92,85.13,0.07
299.93,188.91,0.11
299.94,175.44,0.13
299.95,174.16,0.13
299.96,174.07,0.12
299.97,171.17,0.11
299.98,172.22,0.11
299.99,172.22,0.11
300,171.41,0.1
300.01,170.28,0.1
300.02,171.42,0.09
300.03,171.8,0.06
300.04,174.72,0.04
300.05,129.6,0.02
300.06,122.87,0.01
300.07,194.99,0.01
300.08,117.02,0.03
300.09,117.19,0.03
300.1,117.36,0.01
300.11,117.53,0
300.12,117.7,0
300.13,117.86,0
300.14,118.03,0
300.15,118.2,0
300.16,118.37,0
300.17,118.54,0
300.18,118.7,0
300.19,118.87,0
300.2,119.04,0
300.21,119.21,0
300.22,119.38,0
300.23,119.55,0.01
300.24,119.71,0.01
300.25,119.88,0.01
300.26,120.05,0.01
300.27,120.22,0.01
300.28,120.39,0.01
300.29,120.55,0.01
300.3,120.72,0.01
300.31,120.89,0.01
300.32,121.06,0.01
300.33,121.23,0.01
300.34,121.4,0.01
300.35,121.56,0.01
300.36,121.73,0.01
300.37,121.9,0
300.38,122.07,0.01
300.39,122.24,0.01
300.4,122.4,0
300.41,122.57,0
300.42,122.74,0
300.43,122.91,0
300.44,123.08,0
300.45,123.25,0
300.46,123.41,0
300.47,123.58,0
300.48,123.75,0
300.49,123.92,0
300.5,124.09,0
300.51,124.25,0
300.52,124.42,0
300.53,124.59,0
300.54,124.76,0
300.55,124.93,0
300.56,125.1,0
300.57,125.26,0
300.58,125.43,0
300.59,125.6,0
300.6,125.77,0
300.61,125.94,0
300.62,126.1,0
300.63,126.27,0
300.64,126.44,0
300.65,126.61,0
300.66,126.78,0
300.67,126.95,0
300.68,127.11,0
300.69,127.28,0
300.7,127.45,0.02
300.71,127.62,0.05
300.72,170.24,0.18
300.73,251.28,0.33
300.74,251.78,0.36
300.75,251.03,0.31
300.76,240.57,0.24
300.77,222.99,0.12
300.78,206.1,0.06
300.79,201.4,0.02
300.8,229.18,0.01
300.81,230.89,0.01
300.82,232.6,0.01
300.83,234.31,0.06
300.84,236.01,0.1
300.85,237.72,0.15
300.86,239.43,0.18
300.87,241.14,0.17
300.88,242.85,0.15
300.89,244.56,0.14
300.9,246.26,0.09
300.91,247.97,0.03
300.92,249.68,0.02
300.93,251.39,0.02
300.94,253.1,0.1
300.95,255.42,0.21
300.96,258.66,0.28
300.97,262.92,0.3
300.98,269.73,0.3
300.99,274.53,0.3
301,274.21,0.29
301.01,272.55,0.26
301.02,269.16,0.23
301.03,264.57,0.2
301.04,258.39,0.18
301.05,253.77,0.16
301.06,250.1,0.14
301.07,246.93,0.12
301.08,232.58,0.1
301.09,152.46,0.08
301.1,66.34,0.06
301.11,173.69,0.04
301.12,303.69,0.03
301.13,269.21,0
301.14,234.74,0
301.15,200.26,0
301.16,165.78,0
301.17,131.3,0
301.18,96.83,0
301.19,122.51,0.01
301.2,193.17,0.04
301.21,203.05,0.07
301.22,191.17,0.08
301.23,190.78,0.09
301.24,192.48,0.1
301.25,195.06,0.16
301.26,194.71,0.22
301.27,194.8,0.26
301.28,197.4,0.26
301.29,198.57,0.24
301.3,198.11,0.23
301.31,199.4,0.22
301.32,200.2,0.21
301.33,199.81,0.21
301.34,199.85,0.2
301.35,200.31,0.19
301.36,200.12,0.18
301.37,198.76,0.18
301.38,196.46,0.17
301.39,193.3,0.15
301.4,191.91,0.13
301.41,190.88,0.12
301.42,185.21,0.09
301.43,181.54,0.05
301.44,183.13,0.02
301.45,184.72,0.02
301.46,186.31,0.02
301.47,187.9,0.02
301.48,189.49,0.02
301.49,191.08,0.02
301.5,192.68,0.02
301.51,194.27,0.02
301.52,195.86,0.01
301.53,197.45,0.01
301.54,199.04,0.01
301.55,200.63,0.02
301.56,195.17,0.08
301.57,181.21,0.11
301.58,171.22,0.09
301.59,169.45,0.08
301.6,169.73,0.08
301.61,169.61,0.07
301.62,168.19,0.07
301.63,168.32,0.06
301.64,126.64,0.05
301.65,163.44,0.04
301.66,128.28,0.03
301.67,147.22,0.03
301.68,299.82,0.02
301.69,282.56,0.01
301.7,259.23,0
301.71,257.49,0.01
301.72,203.11,0.01
301.73,148.73,0
301.74,94.36,0
301.75,125.98,0
301.76,165.4,0.03
301.77,164.73,0.04
301.78,164.06,0.02
301.79,163.39,0.01
301.8,162.72,0.01
301.81,162.05,0.01
301.82,161.38,0
301.83,160.71,0
301.84,160.04,0
301.85,159.37,0
301.86,158.7,0
301.87,158.03,0
301.88,157.36,0
301.89,156.69,0
301.9,156.02,0
301.91,155.35,0
301.92,154.68,0
301.93,154.01,0
301.94,153.34,0
301.95,152.67,0
301.96,152,0
301.97,151.34,0
301.98,150.67,0
301.99,150,0
302,149.33,0
302.01,148.66,0
302.02,147.99,0
302.03,147.32,0
302.04,146.65,0
302.05,145.98,0
302.06,145.31,0
302.07,144.64,0
302.08,143.97,0
302.09,143.3,0
302.1,142.63,0
302.11,141.96,0
302.12,141.29,0
302.13,140.62,0
302.14,139.95,0
302.15,139.28,0
302.16,138.61,0
302.17,137.94,0
302.18,137.27,0
302.19,136.6,0
302.2,135.93,0
302.21,135.26,0
302.22,134.59,0
302.23,133.92,0
302.24,133.25,0
302.25,132.58,0
302.26,131.91,0
302.27,131.24,0
302.28,130.57,0
302.29,129.9,0
302.3,129.23,0
302.31,128.56,0
302.32,127.89,0
302.33,127.22,0
302.34,126.55,0
302.35,125.88,0
302.36,125.21,0
302.37,124.54,0
302.38,123.87,0
302.39,123.2,0
302.4,122.53,0
302.41,121.86,0
302.42,121.19,0
302.43,120.52,0
302.44,119.85,0
302.45,119.18,0
302.46,118.51,0
302.47,117.84,0
302.48,117.17,0
302.49,116.5,0
302.5,115.83,0
302.51,115.16,0
302.52,114.49,0
302.53,113.82,0
302.54,113.15,0
302.55,112.49,0
302.56,111.82,0
302.57,111.15,0
302.58,110.48,0
302.59,109.81,0
302.6,109.14,0
302.61,108.47,0
302.62,107.8,0
302.63,107.13,0
302.64,106.46,0
302.65,105.79,0
302.66,105.12,0
302.67,104.45,0
302.68,103.78,0
302.69,103.11,0
302.7,102.44,0
302.71,101.77,0
302.72,101.1,0
302.73,100.43,0
302.74,99.76,0
302.75,99.09,0
302.76,98.42,0
302.77,97.75,0
302.78,97.08,0
302.79,96.41,0
302.8,95.74,0
302.81,95.07,0
302.82,94.4,0
302.83,93.73,0
302.84,93.06,0
302.85,92.39,0
302.86,91.72,0
302.87,91.05,0
302.88,90.38,0
302.89,89.71,0
302.9,89.04,0
302.91,88.37,0
302.92,87.7,0
302.93,87.03,0
302.94,86.36,0
302.95,85.69,0
302.96,85.02,0
302.97,84.35,0
302.98,83.68,0
302.99,83.01,0
303,82.34,0
303.01,81.67,0
303.02,81,0
303.03,80.33,0
303.04,79.66,0
303.05,78.99,0
303.06,78.32,0
303.07,77.65,0
303.08,76.98,0
303.09,76.31,0
303.1,75.64,0
303.11,74.97,0
303.12,74.31,0
303.13,73.64,0
303.14,72.97,0
303.15,72.3,0
303.16,71.63,0
303.17,70.96,0
303.18,70.29,0
303.19,69.62,0.01
303.2,68.95,0.01
303.21,68.28,0.01
303.22,67.61,0.01
303.23,66.94,0.01
303.24,66.27,0.01
303.25,65.6,0.01
303.26,64.93,0
303.27,64.26,0
303.28,63.59,0
303.29,62.92,0
303.3,62.25,0
303.31,61.58,0
303.32,60.91,0
303.33,60.24,0
303.34,59.57,0
303.35,58.9,0
303.36,58.23,0
303.37,57.56,0
303.38,105.07,0
303.39,208.49,0.03
303.4,222.3,0.09
303.41,215.23,0.16
303.42,217.39,0.21
303.43,224.27,0.2
303.44,235.25,0.3
303.45,244.91,0.41
303.46,244.14,0.43
303.47,243.57,0.44
303.48,244.32,0.45
303.49,245.78,0.46
303.5,246.35,0.47
303.51,247.13,0.44
303.52,249.31,0.32
303.53,240.1,0.17
303.54,231.19,0.15
303.55,226.36,0.16
303.56,223.71,0.16
303.57,226.39,0.15
303.58,238.53,0.13
303.59,258.25,0.16
303.6,266.66,0.33
303.61,274.55,0.46
303.62,272.17,0.4
303.63,265.57,0.26
303.64,267.76,0.25
303.65,268.79,0.24
303.66,269.56,0.25
303.67,272.38,0.25
303.68,273.54,0.25
303.69,275.29,0.26
303.7,277.22,0.27
303.71,279.04,0.28
303.72,280.11,0.29
303.73,280.92,0.3
303.74,283.17,0.3
303.75,286.42,0.31
303.76,288.54,0.36
303.77,290.31,0.41
303.78,291.69,0.43
303.79,294.33,0.43
303.8,297.82,0.39
303.81,300.09,0.32
303.82,297.86,0.25
303.83,290.02,0.16
303.84,273.62,0.09
303.85,265.11,0.05
303.86,262.65,0.04
303.87,274.11,0.07
303.88,299.24,0.19
303.89,307.67,0.29
303.9,303.18,0.33
303.91,295.62,0.3
303.92,285.2,0.25
303.93,266.68,0.17
303.94,234.73,0.09
303.95,236.8,0.05
303.96,238.87,0.04
303.97,240.95,0.03
303.98,243.02,0.03
303.99,244.92,0.04
304,245.76,0.09
304.01,253.57,0.15
304.02,255.01,0.23
304.03,255.97,0.27
304.04,239.67,0.22
304.05,219.61,0.15
304.06,211.96,0.13
304.07,206.43,0.1
304.08,197.85,0.06
304.09,99.31,0.03
304.1,81.21,0.03
304.11,205,0.05
304.12,210.9,0.09
304.13,206.58,0.13
304.14,205.1,0.14
304.15,203.69,0.15
304.16,202.16,0.15
304.17,199.42,0.15
304.18,197.67,0.14
304.19,196.29,0.13
304.2,198.18,0.13
304.21,201.98,0.15
304.22,208.73,0.2
304.23,209.82,0.28
304.24,208.62,0.31
304.25,208.53,0.28
304.26,207.08,0.24
304.27,202.46,0.25
304.28,199.11,0.28
304.29,196,0.28
304.3,191.26,0.26
304.31,187.47,0.24
304.32,184.33,0.21
304.33,182.87,0.16
304.34,165.32,0.11
304.35,89.99,0.09
304.36,86.95,0.07
304.37,192.76,0.04
304.38,182.35,0.03
304.39,64.68,0.01
304.4,133.06,0
304.41,230.02,0
304.42,231.99,0
304.43,233.97,0
304.44,235.94,0
304.45,237.91,0
304.46,239.88,0.01
304.47,241.86,0.05
304.48,243.83,0.09
304.49,245.8,0.13
304.5,247.78,0.14
304.51,249.75,0.13
304.52,251.72,0.12
304.53,253.69,0.1
304.54,255.67,0.07
304.55,257.64,0.04
304.56,259.61,0.01
304.57,261.58,0
304.58,263.56,0.06
304.59,265.53,0.07
304.6,267.5,0.04
304.61,269.48,0.02
304.62,271.45,0.01
304.63,273.42,0
304.64,275.39,0
304.65,277.37,0
304.66,279.34,0
304.67,281.31,0.01
304.68,273.31,0.17
304.69,243.09,0.33
304.7,242.99,0.4
304.71,251.28,0.39
304.72,254.19,0.37
304.73,258.17,0.36
304.74,259.86,0.34
304.75,259.13,0.31
304.76,253.95,0.25
304.77,245.89,0.18
304.78,252.01,0.1
304.79,258.14,0.09
304.8,264.26,0.09
304.81,270.39,0.1
304.82,276.51,0.1
304.83,282.63,0.1
304.84,288.76,0.12
304.85,287.43,0.24
304.86,269.25,0.28
304.87,258.71,0.24
304.88,254.5,0.23
304.89,251.51,0.21
304.9,248.87,0.18
304.91,210.51,0.15
304.92,123.23,0.11
304.93,153.15,0.07
304.94,226.66,0.04
304.95,234.77,0.02
304.96,241.74,0.02
304.97,237.75,0.02
304.98,217.5,0.01
304.99,172.09,0
305,99.26,0
305.01,82.83,0.03
305.02,120.1,0.05
305.03,208.09,0.11
305.04,216.22,0.18
305.05,214.37,0.22
305.06,212.33,0.22
305.07,212.67,0.23
305.08,213.9,0.24
305.09,213.69,0.24
305.1,213.53,0.23
305.11,214.14,0.22
305.12,213.93,0.23
305.13,213.11,0.23
305.14,211.5,0.22
305.15,210.35,0.22
305.16,209.65,0.22
305.17,208.19,0.22
305.18,205.55,0.22
305.19,203.14,0.23
305.2,198.54,0.21
305.21,194.64,0.14
305.22,198.19,0.07
305.23,207.63,0.02
305.24,208.11,0.01
305.25,195.58,0
305.26,173.31,0
305.27,165.54,0.03
305.28,202.26,0.05
305.29,202.26,0.04
305.3,202.26,0.02
305.31,202.27,0.01
305.32,202.27,0
305.33,202.28,0
305.34,202.28,0
305.35,202.28,0
305.36,202.29,0
305.37,202.29,0.06
305.38,194.05,0.17
305.39,183.71,0.23
305.4,187.06,0.23
305.41,188.26,0.22
305.42,188.04,0.22
305.43,187.25,0.22
305.44,187.14,0.21
305.45,186.83,0.21
305.46,187.13,0.22
305.47,188.36,0.24
305.48,187.29,0.24
305.49,184.08,0.21
305.5,182.73,0.2
305.51,181.83,0.21
305.52,181.25,0.2
305.53,177.19,0.17
305.54,168.2,0.11
305.55,165.47,0.04
305.56,176.92,0.02
305.57,190.72,0.01
305.58,196.41,0.02
305.59,195.97,0.1
305.6,189.96,0.21
305.61,180.28,0.25
305.62,177.58,0.23
305.63,175.14,0.2
305.64,173.57,0.17
305.65,172.63,0.14
305.66,172.69,0.11
305.67,174.11,0.08
305.68,174.48,0.07
305.69,175.04,0.07
305.7,176.84,0.08
305.71,178.01,0.12
305.72,179.63,0.2
305.73,180.55,0.25
305.74,179.78,0.25
305.75,178.52,0.21
305.76,177.12,0.21
305.77,176.37,0.22
305.78,176.37,0.22
305.79,176.21,0.21
305.8,175.22,0.2
305.81,173.59,0.19
305.82,174.4,0.18
305.83,174.19,0.17
305.84,172.37,0.17
305.85,173.22,0.16
305.86,173.98,0.15
305.87,171.99,0.15
305.88,171.54,0.15
305.89,171.13,0.15
305.9,165.53,0.12
305.91,163.62,0.08
305.92,167.16,0.07
305.93,170.7,0.07
305.94,174.24,0.08
305.95,177.78,0.08
305.96,181.32,0.1
305.97,184.86,0.1
305.98,188.39,0.08
305.99,191.93,0.05
306,195.47,0.08
306.01,186.14,0.14
306.02,173.24,0.13
306.03,166.68,0.08
306.04,172.02,0.04
306.05,185.93,0.02
306.06,199.2,0.01
306.07,212.47,0.01
306.08,225.75,0.01
306.09,239.02,0.01
306.1,252.3,0.03
306.11,265.57,0.03
306.12,278.84,0.08
306.13,222.67,0.12
306.14,174.44,0.15
306.15,171.38,0.15
306.16,167.59,0.11
306.17,162.1,0.08
306.18,156.15,0.06
306.19,150.23,0.07
306.2,144.31,0.08
306.21,138.39,0.09
306.22,132.47,0.09
306.23,126.55,0.08
306.24,120.63,0.08
306.25,114.71,0.08
306.26,108.79,0.07
306.27,102.87,0.04
306.28,96.95,0.08
306.29,153.67,0.13
306.3,183.85,0.13
306.31,174.8,0.11
306.32,174.43,0.08
306.33,178.2,0.07
306.34,181.97,0.06
306.35,185.74,0.06
306.36,189.51,0.06
306.37,193.28,0.06
306.38,197.05,0.05
306.39,200.82,0.05
306.4,204.59,0.06
306.41,208.36,0.06
306.42,212.13,0.04
306.43,215.9,0.08
306.44,205.6,0.12
306.45,197.69,0.14
306.46,196.32,0.14
306.47,194.51,0.13
306.48,190.68,0.12
306.49,188.14,0.12
306.5,184.24,0.12
306.51,180.76,0.11
306.52,178.63,0.11
306.53,175.54,0.1
306.54,172.5,0.09
306.55,170.71,0.1
306.56,167.8,0.09
306.57,164.91,0.08
306.58,163.17,0.08
306.59,163.17,0.08
306.6,160.93,0.08
306.61,104.73,0.08
306.62,78.76,0.07
306.63,78.69,0.08
306.64,133.1,0.07
306.65,157.11,0.06
306.66,156.8,0.06
306.67,161.76,0.05
306.68,167.38,0.05
306.69,165.41,0.04
306.7,159.81,0.03
306.71,144.08,0.03
306.72,139.47,0.02
306.73,141.21,0.02
306.74,142.94,0.01
306.75,144.68,0.01
306.76,146.41,0.01
306.77,148.15,0.01
306.78,149.88,0
306.79,151.62,0
306.8,153.36,0
306.81,155.09,0
306.82,156.83,0
306.83,158.56,0
306.84,160.3,0
306.85,162.03,0
306.86,163.77,0
306.87,165.5,0
306.88,167.24,0
306.89,168.98,0
306.9,170.71,0
306.91,172.45,0
306.92,174.18,0
306.93,175.92,0
306.94,177.65,0
306.95,179.39,0
306.96,181.12,0
306.97,182.86,0
306.98,184.6,0
306.99,186.33,0
307,188.07,0
307.01,189.8,0
307.02,191.54,0
307.03,193.27,0
307.04,195.01,0
307.05,196.74,0
307.06,198.48,0
307.07,200.22,0
307.08,201.95,0
307.09,203.69,0
307.1,205.42,0
307.11,207.16,0
307.12,208.89,0
307.13,210.63,0
307.14,212.37,0
307.15,214.1,0
307.16,215.84,0
307.17,217.57,0
307.18,219.31,0
307.19,221.04,0
307.2,222.78,0
307.21,224.51,0
307.22,226.25,0
307.23,227.99,0
307.24,229.72,0.01
307.25,231.46,0.01
307.26,233.19,0.01
307.27,234.93,0.01
307.28,236.66,0.01
307.29,238.4,0.02
307.3,240.13,0.02
307.31,241.87,0.02
307.32,243.61,0.02
307.33,245.34,0.02
